Id,age,sex,dayswfreq,tbilled,maccess,freeuse,nentries,cfreq,nrenewals,cref,startDate,months,dropout
0150570B-FA4F-4606-9F14-EBA1D0A013C7,23,1,13,93.6,0.6,0,13,7,0,0,2016-03-02 20:12:42.113,5,1
01514DAA-90B5-4CB0-BF97-6BEF14E9350E,29,1,31,101.6,1.34,0,29,7,0,0,2016-03-02 12:49:31.460,5,1
0154C884-8608-4D66-8450-3F4EB9D2F149,49,0,47,233.6,0.79,0,24,4,1,0,2015-01-20 17:24:45.137,8,1
016BB3C9-A44F-4673-B807-F88BD4595D7D,35,0,51,218.6,0.68,0,20,4,1,0,2015-01-27 10:28:16.883,8,1
017435AE-F2EB-4ABD-B3D4-30C24C5BF57C,20,0,13,82.6,0.61,0,14,7,1,0,2016-04-27 10:09:00.990,7,1
0189EF22-413F-4544-A357-D1E3FAE7967D,39,0,53,61.6,1.39,0,19,7,0,0,2016-03-01 10:12:37.847,3,1
018BC26D-5683-4F3D-BF2F-FE4D78FDFEAF,19,0,4,36.1,1.55,0,2,7,0,0,2017-10-23 14:49:48.727,1,0
01EA5C43-4F48-4A89-965E-E5E3D1E3CA95,22,0,38,68,0.54,0,8,7,0,0,2015-09-23 19:45:24.943,4,1
0209DE0B-5F3E-4287-95F3-AFA2BB1D2B24,32,1,122,198.2,0.26,0,13,7,1,0,2014-09-04 18:49:13.403,12,1
02102147-2969-4064-941B-9266F0C2819D,20,1,127,33.6,0.13,0,2,7,1,0,2015-04-30 15:24:56.443,5,1
021C9B88-9518-4B04-B747-7BC23AFB588F,21,1,5,301.2,0.44,0,43,7,2,0,2015-10-20 19:21:33.917,26,1
02212254-0B78-42FE-ACAD-AF92EF10803B,44,1,161,61.6,0.34,0,8,7,1,0,2015-03-06 13:07:13.377,6,1
022D36C7-79A7-417D-A040-450355766D2E,20,1,103,114.85,0.83,0,21,7,1,0,2015-02-23 18:43:54.760,7,1
0238F80A-0EB9-42AB-8763-B16DABAA1365,21,0,91,165.2,0.4,0,28,7,2,0,2016-03-08 16:25:20.743,17,1
02434626-20EB-4796-9868-26B22DD74F84,19,0,153,43.6,0.06,0,1,7,1,0,2015-04-16 10:42:30.970,5,1
02443806-836E-4A6E-A570-A31F919A0568,21,1,286,71.2,0.24,0,10,7,1,0,2014-10-27 11:08:53.277,11,1
025D1934-7475-4472-9577-D8289E2CBB93,21,1,39,128.6,0.56,0,18,7,1,0,2017-02-22 16:11:51.270,9,1
028C1BEB-833C-442F-A0DC-F23E720E1340,19,1,15,197.2,0.38,0,20,7,1,0,2015-10-06 17:19:26.850,13,1
0299057B-6221-41C0-BC58-6DB7A252D0F9,23,0,13,222.6,1.38,0,48,7,0,0,2016-10-08 11:25:16.843,8,1
029EC0C9-314D-4A22-A1BE-55E8DFD39465,28,0,22,88.6,0.54,0,2,7,0,0,2017-10-06 16:23:04.380,3,1
02AB2048-C360-41EF-9A81-18DDA2CC533D,22,0,40,38.6,0.43,0,3,7,0,0,2015-11-17 13:17:24.640,2,1
02B7BB37-9289-4C97-A8BF-1D910ADEA9A6,24,0,33,446.2,1.34,0,120,7,1,0,2014-10-14 14:09:13.350,22,1
02BD47F6-A033-46F7-BB01-E07FD55C8F50,26,0,54,43.6,0.74,0,9,7,0,0,2017-06-06 19:30:04.057,2,1
02BE45BF-46BF-4D77-B67E-D18FBC463806,31,0,265,83.6,0.07,0,3,7,2,0,2016-09-23 15:14:23.923,11,1
02C1A5BD-3D6C-42D2-B2DD-10308461F680,24,1,89,158.2,0.4,0,20,7,1,0,2014-09-03 15:30:57.000,12,1
02D277EE-2F1F-4038-9089-6C7AB199C366,21,1,0,73.6,2.55,0,24,7,0,0,2017-05-22 17:14:30.210,2,1
02EA31B3-5BC0-4308-84B3-9A3FF8B898B1,20,0,56,47.6,0.22,0,2,7,0,0,2015-11-02 16:47:13.793,2,1
02F63C59-A8FF-4535-9DBE-373739ABEE86,24,1,47,107.6,0.8,0,16,7,0,0,2015-11-17 09:10:14.670,5,1
02F7EBA3-E15D-43D9-9359-0CDAB3F36549,69,0,88,166.6,0.67,0,14,7,0,0,2015-10-06 17:08:44.043,5,1
02FC69C3-4EAC-46D2-B376-ED65BA116B2D,31,1,38,194.6,1.44,0,48,7,0,0,2015-10-16 13:02:08.597,8,1
0315BC33-4C12-40FC-B902-BCEA136E90BB,31,0,46,83.6,0.96,0,13,7,0,0,2015-10-02 14:16:56.907,3,1
0319A339-3E2E-4304-B5EC-28D9C1F534CF,18,1,1,114.6,2.85,0,22,7,0,0,2017-09-08 16:45:43.633,2,0
031D57EC-16F7-4E15-99AF-BF01641A5D4D,34,0,62,133.6,1.11,0,27,7,1,0,2015-03-02 19:45:02.777,6,1
0329ED6A-7540-4A96-9CC3-118AEA39AEC8,29,0,307,45.1,0.05,0,2,7,2,0,2015-03-02 13:08:47.757,10,1
03445856-5F99-4E75-A575-A9E63DC00F29,22,0,311,55.2,0.15,0,7,7,1,0,2014-09-16 14:37:45.250,12,1
035D7855-1CAF-4109-A560-92FB36B7C05B,31,0,22,174.85,0.64,0,22,7,0,0,2016-09-21 15:01:02.370,8,1
03626A66-135D-41FF-AD86-EFE98D9748EA,41,0,6,295.2,0.4,0,21,7,2,0,2015-01-07 13:41:07.313,14,1
036C8C11-221E-4779-B26A-CBB3ECCF747D,24,0,293,53.2,0.1,0,4,7,1,0,2014-11-18 18:48:16.547,10,1
0375F899-D6F6-499D-A8E0-04D950DD79D5,22,1,0,60,2.33,0,12,7,0,0,2017-09-26 14:09:32.573,2,0
0384F1AE-CEBF-4EDA-9463-572860B7F82E,20,0,4,61.1,0.67,0,2,2,0,0,2017-10-11 18:17:40.463,1,0
039150C8-1205-484F-8AB6-D5880B7620A6,24,0,34,211.8,1.12,0,57,7,1,0,2014-10-17 12:42:40.280,13,1
0395C65B-F6CB-4FEF-A2D2-58FA5BDECDDF,19,0,52,29.6,0.12,0,1,7,0,0,2016-03-07 16:20:13.363,2,1
039C4F82-D550-4595-882D-4B20192882D8,41,0,89,392.2,0.61,0,31,7,1,0,2015-09-28 13:01:47.507,13,1
03BCD7C2-84FD-49E0-BFE3-B9C877FA7D4A,67,0,0,332.2,2.8,0,109,7,1,0,2017-01-05 09:21:50.567,10,0
03ED03B8-2BF7-436F-9AD6-689BE4AA81F9,35,0,151,47.6,0.43,0,9,7,1,0,2015-03-27 17:07:56.260,6,1
04045C6E-7B3C-4371-92FF-4685F1D2697D,20,1,6,329.6,1.63,0,85,7,1,0,2016-10-03 18:23:30.543,13,0
04191699-2783-48D7-92B5-CEE17CD3A01F,40,0,46,157.2,0.14,0,6,7,1,0,2015-01-07 09:22:37.090,11,1
04202B70-B62D-4FA8-96B3-EA0786C4F47C,30,1,39,505.2,1.4,0,98,7,2,0,2015-02-03 18:08:32.987,18,1
04218200-8099-4D5E-AEDB-CE6A0FD9A4D9,24,1,10,369.8,2.57,0,223,7,1,0,2014-11-05 15:01:13.530,21,1
043E66B7-B8E2-41F9-9B21-D7DC36563B71,21,0,0,173.6,1.07,0,37,7,0,0,2016-09-28 16:50:43.363,8,1
044843D5-58FA-4683-8022-85E594A194F3,28,1,0,468,0.5,0,54,7,3,0,2015-07-10 09:46:35.417,27,1
046D718A-95EA-40EC-846C-E470B8165FDD,19,0,142,43.6,0.17,0,3,7,1,0,2015-04-21 18:10:53.753,5,1
047CA306-D621-4B11-8198-EC3AF9FD48F0,27,1,0,810.95,1.82,0,184,7,2,0,2015-09-28 18:27:15.563,26,0
0486A98D-FB01-4378-8DA8-B5BF35806155,18,0,1,48.6,2.97,0,14,7,0,0,2017-09-29 12:44:30.577,2,0
049B9810-4F85-4E03-AA07-3171A2D841BF,29,0,5,47.6,0.47,0,2,7,0,0,2017-10-02 14:40:42.160,3,1
04AD5FEA-3A88-43B2-AB4F-22E41997385F,23,1,37,61.6,0.96,0,14,7,0,0,2016-02-24 13:45:50.280,4,1
04B00812-D76C-4F23-B42C-AF5A8B6D8B20,26,1,154,37.6,0.45,0,10,7,1,0,2015-03-18 13:17:05.650,6,1
04B14B0C-6BAB-4E66-9935-1BD4A7DC1CDF,42,0,0,134.6,1.98,0,28,7,0,0,2016-11-02 14:18:03.907,3,1
04C2EE4B-B6CE-4B16-9716-FD9FB31D307C,42,0,102,136.6,1.09,0,36,7,2,0,2016-11-15 13:06:50.890,9,1
04DFADD5-0BED-4B76-AA89-4859D6CDA941,24,0,14,210,0.96,0,51,7,2,0,2016-04-06 20:47:30.510,14,1
04E8FF8F-22A1-4B9F-9E6E-A12D086E42E4,25,1,106,59.2,1.46,0,34,7,1,0,2015-03-10 10:42:50.987,6,1
04E927AE-9B90-49C7-8E63-7A3BF56C08BA,20,1,52,143.6,0.88,0,35,7,0,0,2015-10-05 18:12:40.650,9,1
04F6CC8D-A6C7-49EE-8F32-A060EC046566,22,1,42,175.2,0.85,0,56,7,2,0,2015-02-09 07:57:25.760,17,1
04FB1129-E937-4818-BD5E-87E2956BCB60,33,0,12,53.6,0.61,0,7,7,1,0,2016-06-30 17:37:36.473,4,1
0508AD33-61F9-4A09-927A-5B8054E77EB8,22,1,222,179.6,0.43,0,20,7,0,0,2015-09-14 19:34:46.763,11,1
051119A4-89FE-4750-BA63-CCEB1C733086,53,0,249,118.6,0.03,0,1,7,1,1,2015-01-03 10:22:29.050,8,1
051B3509-37E3-47F9-9449-CFA9D994FDBF,21,0,44,47.6,0.31,0,3,7,0,0,2015-09-30 17:10:11.810,3,1
05392DD6-9F74-4401-BB9C-2A153C7437B1,19,0,54,109.6,1.26,0,28,7,0,0,2017-03-28 18:52:03.680,5,1
054C9E66-52FF-4A7B-8D77-C9F475E84CFB,20,1,13,40,1.1,0,6,7,0,0,2017-03-07 16:35:03.403,1,1
054F4892-097F-4B39-9DC4-F09EA6F27FB1,26,0,37,143.6,3.72,0,86,7,0,0,2016-01-29 17:55:50.153,6,1
054F6D68-174C-4220-8A27-3AF34A413127,20,1,30,73.6,0.6,0,6,7,0,0,2017-04-24 18:47:40.740,3,1
0557CA3D-172D-4358-A8EB-52CF59DB1538,29,1,50,86.6,1.07,0,13,7,0,0,2016-02-11 17:53:36.983,3,1
055C6324-BD79-44F8-9067-70EA7F0CA011,19,0,6,50,0.96,0,3,7,0,0,2017-10-10 17:59:32.763,1,0
055DD927-1E4C-4130-9590-38D0CE6EA4F9,22,1,249,120.6,0.54,1,36,7,2,0,2016-02-26 12:05:08.620,18,1
05706C9A-82A0-4802-A53E-3FB9B3C4EFDA,55,1,2,424.7,0.82,0,65,7,1,0,2015-09-09 18:20:07.023,19,1
0574F44C-7CFF-49FA-B441-60BDD880004D,20,0,13,44,1.09,0,5,7,0,0,2016-10-10 18:09:45.593,1,1
0581B000-DC8E-407E-B4BA-A691E88A48B5,39,0,207,56.6,0.14,0,4,7,1,0,2015-01-30 15:48:30.153,8,1
059D7BE9-4957-443F-B882-D9E12955860A,37,0,54,464.2,0.34,0,35,7,2,0,2015-09-17 13:23:06.477,26,1
059DD78C-E731-4411-BEA7-1C10EB13EACB,35,1,36,178.6,1.18,0,29,7,0,0,2015-11-16 19:58:28.953,6,1
059E7EDC-8DC6-4BB4-A160-ED530A6541C3,35,0,32,38.6,1.02,0,7,7,0,0,2017-09-14 14:19:13.257,4,1
05C483A3-1FF4-4CBE-93B2-30E72E3DD8C7,54,0,4,299.7,0.4,0,45,7,4,0,2015-05-21 14:11:19.607,32,0
05E15A03-7447-4A4A-8F80-B83C81D30FE9,20,0,0,146.2,0.36,1,17,7,1,0,2016-11-09 15:42:18.307,21,0
05F26630-B692-4C9B-A464-296327012F9A,21,1,5,100,0.64,0,16,7,2,0,2017-03-14 17:50:09.727,10,1
05F4C1EE-14D2-48CA-B059-0184F1AD2F2C,22,0,2,109.6,2.08,0,27,7,0,0,2017-01-23 16:23:46.940,3,1
05FEBD3B-8C98-4E08-9680-E08859C3FE5E,25,0,0,33.6,3.93,0,9,7,0,0,2017-10-16 09:27:08.067,1,0
06050B7F-2F2F-4E41-8ECA-EFFD828985DD,47,1,1,1095.8,2.46,0,252,7,2,0,2015-09-19 09:38:20.780,26,0
060A9C2A-63FD-44A5-ABC2-9F0388400E3C,46,0,53,206.6,2.48,0,105,7,2,0,2016-09-12 12:22:56.263,11,1
060F5F3A-EE23-4180-BBE0-EEC89D9B7EB2,26,0,15,74,0.09,0,5,7,2,0,2016-02-29 17:13:33.377,15,1
0638E005-D3CA-4A27-9B5C-D597C6F9843A,18,1,64,104.6,1.52,0,25,7,0,0,2015-09-08 11:48:08.783,4,1
063CC32C-41C4-4720-A2F3-BD16EAEB4568,24,0,203,33.6,0.03,0,1,7,1,0,2015-01-26 15:33:59.110,8,1
063EBA13-FF9C-47FF-94D4-CB501542181B,27,0,39,163.2,0.48,0,30,7,1,0,2014-09-22 18:51:17.450,16,1
064929A2-58B3-4234-B753-BD2F0003AE9C,40,0,50,106.8,0.63,0,25,7,2,0,2015-03-09 12:11:22.680,11,1
0661A821-4CB4-44EF-B9A5-20B40FF89D6C,22,0,6,210.6,0.39,1,27,7,3,0,2016-04-08 17:16:16.923,28,0
06772A23-199A-48F2-B415-249E82FEFAA7,22,0,4,177.2,0.27,0,39,7,3,0,2014-11-06 12:41:11.433,36,0
0677F513-B4AA-4088-89AB-81874DBDA2F7,23,0,14,71.6,1.2,0,17,7,0,0,2016-11-02 14:12:32.060,3,1
0681FFD3-1343-443B-8403-901EFE376839,22,0,42,73.6,1.35,0,18,7,0,0,2016-04-07 21:08:36.900,3,1
068A1DFD-F24A-4E9E-B845-79B1CC62B1E4,21,0,32,215.6,0.87,0,34,7,0,0,2015-11-03 14:31:07.687,9,1
069238BA-8740-4998-B380-FD535737543D,19,1,15,63.6,0.82,0,12,7,0,0,2016-04-21 17:40:16.313,4,1
069D7D11-AEED-4125-921B-1DB350106A44,19,1,285,53.2,0.3,0,12,7,1,0,2014-11-10 13:20:47.800,10,1
06A063B4-485F-4C2B-8CCE-9A85A455B8D7,38,0,1,83.6,2.12,0,13,7,0,0,2017-09-19 19:06:44.873,2,0
06A0812B-C85D-4FBC-8B85-3BEC8562F26C,23,1,6,322.3,0.43,1,53,7,4,0,2015-03-02 13:21:34.413,41,0
06A1B9AA-679E-47E8-AD58-05ED0BEC560B,30,0,278,108.7,0.53,0,25,7,1,0,2014-09-23 08:39:51.833,12,1
06CECD85-92B8-4BB7-9E3A-925299B1ABA3,19,0,38,105.6,0.62,0,18,7,1,0,2015-04-20 13:02:35.117,8,1
06EBD3EA-A6D7-4427-B1E5-8F07DDFF03C3,22,1,22,80,0.66,0,9,7,0,0,2016-12-03 11:59:38.633,3,1
071DB88C-CB08-4514-B070-ABB0CFFEBADD,21,0,285,95.2,0.17,0,8,7,1,0,2014-09-25 16:15:49.217,12,1
072A7B37-2C6A-4A9D-BE64-7E2F904D62EF,21,0,16,53.6,1.35,0,6,7,0,0,2016-09-26 19:02:13.147,1,1
0731023C-B72B-46E0-82E8-79C07C327791,21,1,24,37.6,0.88,0,4,7,0,0,2017-03-28 11:16:28.903,1,1
07463D81-42DB-4292-A15C-6B19872CF71E,22,0,30,43.6,0.23,0,1,7,0,0,2017-03-09 18:17:51.247,1,1
074E7C7E-164E-4473-9AA8-FC1524E9E54C,22,1,49,362.2,2.22,1,144,7,2,0,2016-03-08 18:13:55.833,17,1
07511BD4-6DBB-495A-921B-F07B2133DB32,20,0,142,37.6,0.19,0,4,7,1,0,2015-03-25 14:04:24.043,6,1
0770B449-7D52-46E3-8009-6D099FF10080,54,1,342,41.2,0.04,0,2,2,1,0,2014-09-23 18:30:33.037,12,1
0772D039-E26A-4186-967A-D8B8B41B028F,44,0,8,1139.8,3.14,0,309,7,2,0,2015-10-19 18:57:51.287,25,0
077E85FB-0E59-4278-AE9D-8FCB9F4A327D,52,0,6,43.6,1.62,0,6,7,0,0,2016-07-06 16:43:26.687,1,1
079FFAEC-2B2B-4C64-A5BC-01FB6AEEED12,61,1,131,210.1,0.22,0,5,7,2,0,2017-03-30 11:27:38.817,10,1
07B6627C-CE58-4719-B116-2A197D42BB09,21,0,6,86.1,1.59,0,10,7,0,0,2017-09-18 10:25:52.443,4,1
07B90C17-CC32-44E8-A213-61ED5B9DB4CA,21,0,37,243.6,1.02,0,58,7,2,0,2015-05-05 10:45:43.710,15,1
07C73B51-FE03-46CE-B294-05222001EF79,22,0,0,967.25,2.54,0,383,7,3,0,2014-09-19 10:00:17.320,38,0
07CA93FA-F61A-4E85-A9AD-B2548F113565,30,1,292,118.2,0.54,0,25,7,1,0,2014-10-01 17:51:35.193,11,1
07CF22D0-AB4E-480E-A12A-5F781DA71DE2,18,0,2,83.6,1.29,0,12,7,0,0,2016-10-11 18:08:58.650,2,1
07D3ED21-1324-45D6-8388-D4226D29CF37,24,1,15,119.2,0.38,0,27,7,1,0,2015-11-05 15:54:38.613,17,1
07FA39D6-BE91-4FB1-8E21-573A2E0C6A66,44,1,1,634.95,1.41,0,111,7,2,0,2016-03-05 09:24:43.760,20,0
080E1BA0-67CE-4065-A1F3-98F649CFEC3F,27,0,13,239.6,1.34,0,52,7,0,0,2015-11-04 17:14:52.783,9,1
083311A6-F00D-4E64-B506-A98570340A85,36,1,223,132.2,0.16,1,13,7,1,0,2015-12-17 16:07:03.250,20,1
0863F716-D8CF-447D-A96B-49E37673CC97,38,1,27,287.7,0.5,0,34,7,3,0,2016-04-22 11:58:03.830,21,1
0864CB03-F0D6-48A2-A940-087FD95F5A45,19,1,16,37.6,1.81,0,8,7,0,0,2017-03-22 12:12:19.737,1,1
08687B8D-4150-4B0E-A26A-E22215306B64,21,0,5,386.2,0.66,0,63,7,2,0,2015-11-09 16:26:12.627,26,1
0870FA90-066B-43C0-9408-695D84D0F44A,25,0,68,59.6,0.99,0,14,7,0,0,2015-10-29 14:24:10.507,4,1
087DCD01-99AA-4657-B240-FC48FCB645FB,19,0,117,61.6,0.89,0,19,7,1,0,2015-03-23 15:32:15.533,6,1
0882CF32-6D73-4CD5-AC3A-B2239B415BF4,33,1,1,83.6,0.21,0,7,7,0,0,2016-09-26 16:35:18.710,8,1
08834C12-9EAC-4622-B811-C04626FDF3FA,30,0,13,257.8,0.14,0,17,7,2,0,2014-09-23 10:45:07.810,31,1
088605FE-0D9E-405F-9AC1-FDE34D87C2F5,25,1,82,75.2,1.11,0,28,7,1,0,2015-02-25 08:37:42.883,7,1
0891A82F-3D8E-4280-AC4B-18085F9B3D58,31,1,37,139.1,3.5,0,86,7,0,0,2016-01-19 10:29:12.790,6,1
0897E6D0-C57E-4DF7-BF89-2C1D354F6808,19,0,145,71.6,0.36,0,11,7,1,0,2015-01-19 10:20:55.863,8,1
08D039AD-947C-4891-9778-88AF84BBC228,19,0,0,238,1.45,0,75,7,1,0,2016-10-06 13:35:21.613,13,0
08DA9634-369A-41ED-8C85-18B2FBF8AB58,20,0,46,37.6,0.38,0,4,7,0,0,2016-04-26 11:04:42.610,3,1
08E6CE33-5EA2-4A6B-BC48-9DE6ED8749AB,25,0,182,53.6,0.3,0,8,7,1,0,2015-02-17 17:41:20.430,7,1
08EAC9F7-C727-417E-A573-E6B1BE8DA80C,22,0,279,83.2,0.65,0,30,7,1,0,2014-10-03 16:48:47.287,11,1
08EAD4C8-EB46-4A34-8BE9-8F875C4420FB,27,1,9,287.6,0.58,0,37,7,1,0,2015-10-02 15:19:47.187,15,1
08F830B6-36FA-48C4-B168-201E27F6AA9F,30,1,11,101.6,0.67,0,6,7,0,0,2017-04-03 18:24:45.247,2,1
08FA7090-5AA8-4CAA-B1BC-25BB46783E0E,40,1,6,182.6,0.92,0,40,7,0,0,2016-09-05 14:48:12.347,10,1
0900A673-AD42-4450-A56E-4BD0BFFA5DED,18,0,39,40,0.62,0,6,7,0,0,2016-05-02 18:00:23.500,2,1
09092C91-7285-4738-A031-FE42B2B2CA03,20,0,26,221.2,0.49,0,30,7,2,0,2015-01-26 14:42:11.147,16,1
0912397B-917C-41D0-AF95-90CA76DCC0F0,28,0,50,73.6,0.44,0,6,2,0,0,2016-10-04 19:27:24.027,3,1
09126C12-3562-45C6-A096-093B4AC58764,22,1,306,39.2,0.12,0,5,7,1,0,2014-10-30 13:34:57.850,11,1
0913792A-1E26-4752-A375-1D745561CB37,22,1,49,43.6,0.37,0,3,7,0,0,2015-11-09 18:42:54.817,2,1
091F3D2F-B308-463E-B66E-BD4D8C4A867F,22,0,24,148.6,1.57,0,31,7,0,0,2016-03-16 16:36:13.813,5,1
091FEF66-685B-4CDE-A690-D44C2298A90C,54,0,19,118.6,0.39,0,2,7,0,0,2017-09-26 11:07:13.050,4,1
092147AB-AF48-4925-A48F-F224572545EE,32,0,1,465.2,1.2,0,68,4,1,0,2016-09-03 10:33:22.763,14,0
092307DC-CF25-418C-A2D9-FDDF2843F75A,21,0,1,68.6,1.11,0,7,7,0,0,2017-09-18 17:57:04.427,3,1
09590350-2658-4851-9401-86F2DE206BCB,24,1,4,121.85,0.82,0,18,7,0,0,2016-02-29 10:39:51.593,6,1
09646FE2-6A74-41E6-8B2C-4186665A4CD7,27,0,309,47.2,0.1,0,4,7,1,0,2014-11-04 16:05:46.347,10,1
0967FB54-A27F-471B-A778-BEF798776604,22,0,169,43.6,0.37,0,9,7,1,0,2015-03-02 18:30:56.113,6,1
096844B7-D98A-47C1-9B42-27A98B7D91A4,32,0,9,85.6,0.75,0,6,7,0,0,2016-06-06 12:13:06.100,2,1
09794AAF-5794-4E56-B30D-5741F7DC0D42,21,0,46,143,0.52,0,20,7,0,0,2015-10-14 16:38:04.023,9,1
098043AA-E000-4986-9562-135F1F820DD2,26,0,0,189.5,0.17,0,17,7,2,0,2015-10-14 16:21:44.213,24,1
098405D7-4BD8-4AC7-B202-9F57AB023BE2,21,1,1,161.6,2.7,0,72,7,2,0,2017-03-03 11:20:20.480,10,1
0987C421-8B58-4D64-876B-4FFB1BD4A940,18,0,140,191.2,0.51,0,22,2,1,0,2014-10-21 16:22:26.410,11,1
0988B247-7AC8-44B0-81B1-7BC681A47D84,22,0,42,244,1.94,0,78,7,0,0,2015-10-01 16:29:02.207,9,1
0995AD68-6F86-46B8-8FCA-FE84F02F80D8,23,0,21,300.51,0.11,1,5,6,0,0,2016-09-24 12:38:40.413,11,1
099610D6-444E-471F-8536-760CEBB4B741,23,0,77,85.6,0.91,0,22,7,1,0,2015-03-04 12:03:12.523,6,1
09ABD84F-550B-4D5A-B3B1-1DDFFF7458EA,65,0,6,43.6,0.65,0,4,7,0,0,2017-09-19 11:31:14.260,2,0
09CECC2B-A4E0-4069-BE11-A13DBAA731E4,61,0,6,436.45,0.85,0,60,4,2,0,2016-05-02 13:05:42.660,18,0
09D2D04D-8D1F-4352-8E57-B26B0B3B594F,20,1,78,167.2,1.22,0,54,7,1,0,2014-10-13 13:53:49.727,11,1
09D2F967-5452-4613-A7EF-416B46AE5A66,22,0,3,267.8,0.64,0,51,7,1,0,2014-11-24 15:34:44.347,20,1
09D83446-48C3-48DF-BBFD-FF1B8E4990EC,56,0,25,142.6,0.5,0,5,4,1,0,2017-07-26 12:48:01.550,4,0
09DCBAE9-E9E3-427C-8134-CA6355F24382,22,1,45,71.6,0.62,0,9,7,0,0,2015-10-27 17:48:30.793,4,1
09E6955C-055D-4DF5-80B0-E5200B27BF4B,20,1,94,85.6,0.11,0,2,7,0,0,2016-03-30 12:21:38.520,5,1
0A0A98C0-E002-492C-B1E4-B1D672C465D4,20,0,312,158.2,0.41,0,19,7,1,0,2014-09-29 11:11:49.530,12,1
0A12977C-1EA9-410C-9933-F45EA99DC0A0,73,0,24,342.6,1.02,0,47,7,0,0,2015-09-14 12:48:19.757,11,1
0A189AE1-67AD-4A87-892A-FD19FA0B3C30,21,0,856,101.7,0.03,0,3,7,2,0,2014-09-25 18:03:19.370,29,1
0A298045-0112-40B8-8A31-761A36D76391,36,0,28,78.6,0.57,0,7,7,0,0,2016-04-06 09:15:46.920,3,1
0A2E1F28-1AE7-407D-939B-EDE99916A2BE,25,0,226,70.6,0.13,0,4,7,1,0,2015-01-14 14:48:39.613,8,1
0A41F9E3-7D68-422F-9196-329D1B624D30,21,0,158,85.6,0.74,0,23,7,1,0,2017-02-27 14:40:49.233,9,0
0A52AB36-9856-43C1-BE7F-47715CEB51F3,22,0,172,33.6,0.13,0,3,7,1,0,2015-03-17 11:01:35.317,6,1
0A5C6216-5329-4412-8FE5-0DE313EB337D,21,0,183,113.2,0.69,0,29,7,1,0,2014-10-29 14:01:27.753,11,1
0A85F982-7BC6-4C7C-B627-B56FE924FD9F,22,0,51,185.2,0.8,0,37,7,1,0,2014-10-02 12:51:28.543,11,1
0AB27E90-400E-44F6-9DC8-0E2671F7413B,20,0,302,123.6,0.08,0,4,7,1,0,2014-09-22 10:10:03.577,12,1
0ABB0AB6-8F07-4E96-B5E6-E3663F7F24D7,22,1,0,196,0.38,0,33,7,2,0,2016-01-05 17:30:39.000,22,0
